,text
794,"['literally', 'fifa', 'khel', 'rha', 'tha', 'mai', 'us', 'sa', 'bhe', 'bore', 'hogya']"
795,"['boy', 'bayil', 'sa', 'khel', 'bi', 'nguey', 'foowei', 'gameplay', 'pes', 'mounoul', 'dakk', 'bou', 'fifa', 'bi', 'way', 'part', 'graphismes', 'deh', 'fifa', 'boit', 'jusqu', 'la', 'lie', 'pes']"
796,"['konsi', 'fifa', 'khel', 'rahay', 'ho', 'bhai']"
797,"['chup', 'kar', 'ke', 'fifa', 'khel']"
798,"['kasam', 'se', 'india', 'jis', 'din', 'fifa', 'world', 'cup', 'khel', 'li', 'us', 'din', 'jeewan', 'safal', 'ho', 'jayega']"
799,"['ab', 'main', 'akele', 'akele', 'fifa', 'khel', 'leta', 'hu', 'game', 'nayi', 'loneliness', 'wahi']"
800,"['fifa', 'ke', 'matches', 'aap', 'khel', 'lena']"
801,"['arrey', 'fifa', 'thodi', 'khel', 'rahe', 'h', 'bhai']"
802,"['ye', 'khel', 'liye', 'but', 'frankly', 'pes', 'khelne', 'k', 'bad', 'fifa', 'achcha', 'lagta', 'nahi', 'hai']"
803,"['mammi', 'hamare', 'saath', 'bhi', 'fifa', 'khel', 'lo']"
804,"['fifa', 'khela', 'aaj', 'happy', 'ke', 'waha', 'ps', 'mai', 'bhot', 'sahi', 'tha', 'yrr', 'multiplayer', 'mai', 'maa', 'c', 'di', 'londo', 'ki', 'waha', 'jo', 'khel', 'ra', 'tha', 'mere', 'saath', 'bhai', 'tumhaara', 'world', 'class', 'fifa', 'player', 'hai', 'chaahe', 'vo', 'fifa', 'ho', 'ya']"
805,"['abhi', 'tak', 'film', 'dekh', 'raha', 'tha', 'ram', 'prasad', 'ki', 'tehrvi', 'ab', 'soch', 'raha', 'hu', 'thodi', 'der', 'fifa', 'khel', 'lu']"
806,"['there', 'is', 'rajiv', 'gandhi', 'khel', 'ratna', 'it', 'because', 'rg', 'won', 'olympic', 'gold', 'medals', 'in', 'kabaddi', 'hockey', 'football', 'etc', 'won', 'wimbledon', 'us', 'open', 'grand', 'slams', 'captained', 'india', 'times', 'when', 'we', 'won', 'fifa', 'world', 'cups', 'right']"
807,"['fifa', 'mat', 'khel', 'mobile', 'kaa']"
809,"['koi', 'bhi', 'ladka', 'distract', 'nhi', 'hoga', 'video', 'game', 'khelte', 'samay', 'especially', 'agr', 'wo', 'fifa', 'khel', 'raha', 'holikh', 'k', 'lele']"
810,"['fifa', 'pes', 'khel', 'khel', 'k', 'pakk', 'gya', 'football', 'k', 'alawa', 'kuch', 'bata']"
811,"['ps', 'khareed', 'phir', 'fifa', 'khareed', 'phir', 'ultimate', 'team', 'khel', 'uske', 'baad', 'samajh', 'aayega']"
812,"['aur', 'fir', 'takeshi', 'k', 'saath', 'fifa', 'khel']"
813,"['chutya', 'bana', 'raha', 'hai', 'pura', 'din', 'fifa', 'aur', 'cod', 'khel', 'raha', 'hota', 'hai', 'dalla']"
814,"['tumhare', 'sath', 'fifa', 'khel', 'raha', 'hun']"
815,"['aur', 'mat', 'khel', 'mere', 'saath', 'fifa', 'yahi', 'hoga']"
